ticker,company_name,median_worker_pay,pay_ratio,ceo_name,salary,industry,sector,fullTimeEmployees,longBusinessSummary,totalRevenue,grossProfits,freeCashflow,operatingCashflow
ASTR,"Astra Space, Inc.",277011,159,Chris Kemp,43973670,Aerospace & Defense,Industrials,359.0,"Astra Space, Inc. designs, tests, manufactures, and operates launch services, and space products and services in the United States of America. It operates through Launch Services and Space Products segments. Launch Services segment provides launch services to satellite operators and government, which conduct the launch operations from Pacific Spaceport Complex in Kodiak, Alaska and Cape Canaveral Space Force Station in Cape Canaveral, Florida. Its Space Products segment design and provide space products for satellite launch including space electric propulsion systems comprising propulsion module, which includes thruster, power processing unit, tank, and feed system. The company offers it product and services primarily to satellite operators, satellite manufacturers, and government agencies. Astra Space, Inc. was founded in 2016 and is headquartered in Alameda, California.",9370000.0,-20160000.0,-106451000.0,-175438000.0
ATKR,"Atkore, Inc.",47348,157,William Waltz,7410815,Electrical Equipment & Parts,Industrials,4000.0,"Atkore Inc. engages in the manufacture and sale of electrical, safety, and infrastructure products in the United States and internationally. The company offers conduits, cables, and installation accessories. It also designs and manufactures safety and infrastructure solutions, such as metal framing, mechanical pipe, perimeter security, and cable management. The company offers its products under the Allied Tube & Conduit, AFC Cable Systems, Kaf-Tech, Heritage Plastics, Unistrut, Power-Strut, Cope, US Tray, FRE Composites, United Poly Systems, Calbond, and Calpipe. It serves various end markets, including new construction; maintenance, repair, and remodel, as well as infrastructure; diversified industrials; alternative power generation; healthcare; data centers; and government through electrical, industrial, and mechanical contractors, as well as original equipment manufacturers. The company was formerly known as Atkore International Group Inc. and changed its name to Atkore Inc. in February 2021. Atkore Inc. was founded in 1959 and is headquartered in Harvey, Illinois.",3906969088.0,1640025000.0,573703232.0,888494016.0
ATRO,Astronics Corporation,57442,43,Peter Gundermann,2452637,Aerospace & Defense,Industrials,2400.0,"Astronics Corporation, through its subsidiaries, designs and manufactures products for the aerospace, defense, and electronics industries in the United States, rest of North America, Asia, Europe, South America, and internationally. The company operates in two segments, Aerospace and Test Systems. The Aerospace segment offers lighting and safety systems, electrical power generation systems, distribution and seat motions systems, aircraft structures, avionics products, system certification, and other products. This segment serves airframe manufacturers (OEM) that build aircraft for the commercial, military, and general aviation markets; suppliers to OEMs; and aircraft operators, such as airlines; suppliers to the aircraft operators; and branches of the U.S. Department of Defense. The Test Systems segment designs, develops, manufactures, and maintains automated test systems that support the aerospace and defense, and mass transit industries, as well as training and simulation devices for commercial and military applications. It serves OEMs and prime government contractors for electronics and military products. The company was incorporated in 1968 and is headquartered in East Aurora, New York.",534894016.0,65478000.0,-7180125.0,-28312000.0
ATSG,"Air Transport Services Group, Inc.",55720,47,Richard Corrado,2600154,Airlines,Industrials,5320.0,"Air Transport Services Group, Inc., together with its subsidiaries, provides aircraft leasing, and air cargo transportation and related services in the United States and internationally. It operates in two segments: Cargo Aircraft Management Inc. (CAM), and ACMI Services. The company offers aircraft, flight crews, aircraft hull and liability insurance, and aviation fuel services; and aircraft maintenance and modification services, including airframe modification and heavy maintenance, component repairs, engineering services, and aircraft line maintenance. It also provides equipment maintenance services; cargo load transfer and package sorting services; crew training services; and airline express operation, line and heavy maintenance, and ground handling services. The company's ground support services include labor and management for cargo load transfer and sorting; design, installation, and maintenance of material handling equipment; leasing and maintenance of ground support equipment; and general facilities maintenance. In addition, it offers equipment installation and maintenance, vehicle maintenance and repair, jet fuel, and deicing services. Further, the company operates cargo and passenger transportation business; resells and brokers aircraft parts; and performs passenger-to-freighter and passenger-to-combi conversions of aircrafts. It provides its services to delivery companies, freight forwarders, airlines, air transportation, e-commerce, package delivery, and logistics industries, as well as government customers. As of December 31, 2022, the company's in-service aircraft fleet consisted of 111 owned Boeing aircraft and 17 leased aircraft. The company was formerly known as ABX Holdings, Inc. and changed its name to Air Transport Services Group, Inc. The company was founded in 1980 and is headquartered in Wilmington, Ohio.",0.0,836885000.0,0.0,0.0
AVAV,"AeroVironment, Inc.",103146,34,Wahid Nawabi,3524268,Aerospace & Defense,Industrials,1214.0,"AeroVironment, Inc. designs, develops, produces, delivers, and supports a portfolio of robotic systems and related services for government agencies and businesses in the United States and internationally. It operates through four segments: Unmanned Aircraft Systems (UAS), Tactical Missile System (TMS), Medium Unmanned Aircraft Systems (MUAS), and High Altitude Pseudo-Satellite Systems (HAPS). The company supplies UAS, TMS, unmanned ground vehicle, and related services primarily to organizations within the U.S. Department of Defense and to international allied governments. It also designs, engineers, tools, and manufactures unmanned aerial and aircraft systems, including airborne platforms, payloads and payload integration, ground control systems, and ground support equipment and other items and services related to unmanned aircraft systems. In addition, the company offers small UAS products, including spare equipment, alternative payload modules, batteries, chargers, repair services, and customer support, as well as multiple aircraft, hand-held ground control system, and spare parts and accessories. Further, it develops high-altitude pseudo-satellite UAS systems. The company was incorporated in 1971 and is headquartered in Arlington, Virginia.",487116992.0,141236000.0,31270250.0,22359000.0
AWI,"Armstrong World Industries, Inc.",64870,105,Victor Grizzle,6830771,Building Products & Equipment,Industrials,3000.0,"Armstrong World Industries, Inc., together with its subsidiaries, designs, manufactures, and sells ceiling and wall systems in the United States, Canada, and Latin America. It operates through Mineral Fiber and Architectural Specialties segments. The company offers suspended mineral fiber, soft fiber, fiberglass wool, and metal ceiling systems, as well as wood, wood fiber, glass-reinforced-gypsum, and felt ceiling and wall products; ceiling component products, such as ceiling perimeters and trims, as well as grid products that support drywall ceiling systems; ceilings and walls for use in commercial settings; and facade and partition products. It serves commercial and residential construction markets, as well as renovation of existing buildings sectors. The company sells its products to resale distributors, ceiling system contractors, wholesalers, and retailers comprising large home centers. Armstrong World Industries, Inc. was founded in 1860 and is headquartered in Lancaster, Pennsylvania.",1260700032.0,449100000.0,114100000.0,191900000.0
AYI,"Acuity Brands, Inc.",10653,732,Neil Ashe,7799094,Electrical Equipment & Parts,Industrials,13200.0,"Acuity Brands, Inc. provides lighting and building management solutions in North America and internationally. The company operates through two segments, Acuity Brands Lighting and Lighting Controls (ABL); and the Intelligent Spaces Group (ISG). The ABL segment provides commercial, architectural, and specialty lighting solutions, as well as lighting controls and components for various indoor and outdoor applications under the Lithonia Lighting, Holophane, Peerless, Gotham, Mark Architectural Lighting, Winona Lighting, Juno, Indy, Aculux, Healthcare Lighting, Hydrel, American Electric Lighting, Sunoptics, eldoLED, nLight, Sensor Switch, IOTA, A-Light, Cyclone, Eureka, Lumniaire LED, Luminis, Dark to Light, RELOC Wiring Solutions, and OPTOTRONIC brands. This segment serves electrical distributors, retail home improvement centers, electric utilities, national accounts, original equipment manufacturers, digital retailers, lighting showrooms, and energy service companies. The ISG segment offers building management platform and location-aware applications under the Distech Controls and Atrius brands. This segment serves system integrators, as well as retail stores, airports, and enterprise campuses. Acuity Brands, Inc. was incorporated in 2001 and is headquartered in Atlanta, Georgia.",4112399872.0,1672700000.0,365775008.0,495400000.0
AZZ,AZZ Inc.,46231,90,Thomas Ferguson,4141268,Specialty Business Services,Industrials,3837.0,"AZZ Inc. provides hot-dip galvanizing and coil coating solutions in the United States, Canada, Brazil, China, the Netherlands, Poland, Singapore, and India. The company operates through AZZ Metal Coatings and AZZ Precoat Metals segments. The AZZ Metal Coatings segment offers metal finishing solutions for corrosion protection, including hot-dip galvanizing, spin galvanizing, powder coating, anodizing, and plating to steel fabrication and other industries. It serves fabricators or manufacturers that provide services to the electrical and telecommunications, bridge and highway, petrochemical, and general industrial markets, as well as original equipment manufacturers. The AZZ Precoat Metals segment provides aesthetic and corrosion protective coatings and related value-added services for steel and aluminum coil primarily serving the construction; appliance; heating, ventilation, and air conditioning; container; transportation; and other end markets. The company was incorporated in 1956 and is headquartered in Fort Worth, Texas.",1323649024.0,0.0,93171752.0,70155000.0
B,Barnes Group Inc.,54760,192,Patrick Dempsey,10496468,Specialty Industrial Machinery,Industrials,5200.0,"Barnes Group Inc. provides engineered products, industrial technologies, and solutions in the United States and internationally. It operates in two segments: Industrial and Aerospace. The Industrial segment offers precision components, products, and systems used by various customers in end-markets, such as mobility, industrial equipment, automation, personal care, packaging, electronics, and medical devices. This segment also designs and manufactures hot runner systems, mold cavity sensors and process control systems, and precision high cavitation mold assemblies for injection molding applications; provides force and motion control solutions for various metal forming and other industrial markets; and designs and develops robotic grippers, end-of-arm tooling systems, sensors, and other automation components for intelligent robotic handling solutions and industrial automation applications. In addition, it manufactures and supplies precision mechanical products, including mechanical springs, and high-precision punched and fine-blanked components used in transportation and industrial applications. This segment sells its products primarily through its direct sales force and distribution channels. The Aerospace segment produces fabricated and precision machined components and assemblies for turbine engines; and nacelles and structures for commercial and defense-related aircraft. It also provides aircraft engine component maintenance, repair, and overhaul services for turbine engine manufacturers, commercial airlines, and defense market; and manufactures and delivers aerospace aftermarket spare parts. This segment serves original equipment manufacturing industry. Barnes Group Inc. was founded in 1857 and is headquartered in Bristol, Connecticut.",1284841984.0,425058000.0,122425872.0,117087000.0
BA,The Boeing Company,124844,169,David Calhoun,21093605,Aerospace & Defense,Industrials,156000.0,"The Boeing Company, together with its subsidiaries, designs, develops, manufactures, sells, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight and launch systems, and services worldwide. The company operates through four segments: Commercial Airplanes; Defense, Space & Security; Global Services; and Boeing Capital. The Commercial Airplanes segment develops, produces, and markets commercial jet aircraft for passenger and cargo requirements, as well as provides fleet support services. The Defense, Space & Security segment engages in the research, development, production, and modification of manned and unmanned military aircraft and weapons systems; strategic defense and intelligence systems, which include strategic missile and defense systems, command, control, communications, computers, intelligence, surveillance and reconnaissance, cyber and information solutions, and intelligence systems; and satellite systems, such as government and commercial satellites, and space exploration. The Global Services segment offers products and services, including supply chain and logistics management, engineering, maintenance and modifications, upgrades and conversions, spare parts, pilot and maintenance training systems and services, technical and maintenance documents, and data analytics and digital services to commercial and defense customers. The Boeing Capital segment offers financing services and manages financing exposure for a portfolio of equipment under operating leases, sales-type/finance leases, notes and other receivables, assets held for sale or re-lease, and investments. The company was incorporated in 1916 and is based in Arlington, Virginia.",70538002432.0,5768000000.0,7450375168.0,6409999872.0
BAH,Booz Allen Hamilton Holding Corporation,121742,98,Horacio Rozanski,11866337,Consulting Services,Industrials,31100.0,"Booz Allen Hamilton Holding Corporation provides management and technology consulting, analytics, engineering, digital solutions, mission operations, and cyber services to governments, corporations, and not-for-profit organizations in the United States and internationally. The company offers consulting solutions for various domains, business strategies, human capital, and operations. It also provides analytics services, which focuses on delivering transformational solutions in the areas of artificial intelligence, such as machine learning and deep learning; data science, such as data engineering and predictive modeling; automation and decision analytics; and quantum computing. In addition, the company designs, develops, and implements solutions built on contemporary methodologies and modern architectures; delivers engineering services and solutions to define, develop, implement, sustain, and modernize complex physical systems; and provides cyber risk management solutions, such as prevention, detection, and cost effectiveness. Booz Allen Hamilton Holding Corporation was founded in 1914 and is headquartered in McLean, Virginia.",9063726080.0,1989915000.0,545504640.0,621049024.0
BBSI,"Barrett Business Services, Inc.",103568,29,Gary Kramer,3014992,Staffing & Employment Services,Industrials,127141.0,"Barrett Business Services, Inc. provides business management solutions for small and mid-sized companies in the United States. The company develops a management platform that integrates a knowledge-based approach from the management consulting industry with tools from the human resource outsourcing industry. It offers professional employer services under which it enters into a client services agreement to establish a co-employment relationship with each client company, assuming responsibility for payroll, payroll taxes, workers compensation coverage, and other administration functions for the client's existing workforce. The company also provides staffing and recruiting services, such as on-demand or short-term staffing assignment, contract staffing, direct placement, and long-term or indefinite-term on-site management services. It serves electronics manufacturers, light-manufacturing industries, agriculture-based companies, transportation and shipping enterprises, food processors, telecommunications companies, public utilities, general contractors in various construction-related fields, restaurant franchises, and professional services firms. Barrett Business Services, Inc. was incorporated in 1965 and is headquartered in Vancouver, Washington.",0.0,234845000.0,0.0,0.0
BCC,Boise Cascade Co.,59837,90,Nate Jorgensen,5398488,Building Materials,Basic Materials,6840.0,"Boise Cascade Company engages in manufacture of wood products and distribution of building materials in the United States and Canada. It operates through two segments, Wood Products and Building Materials Distribution. The Wood Products segment manufactures laminated veneer lumber and laminated beams used in headers and beams; I-joists for residential and commercial flooring and roofing systems, and other structural applications; structural, appearance, and industrial plywood panels; and ponderosa pine lumber products. This segment's products are used in new residential construction, residential repair-and-remodeling markets, light commercial construction, and industrial applications. It sells its products to dealers, home improvement centers, wholesalers, specialty distributors, and industrial converters. The Building Materials Distribution segment distributes a line of building materials, including oriented strand boards, plywood, and lumber; general line items, such as siding, composite decking, doors, metal products, insulation, and roofing; and engineered wood products. This segment sells its products to dealers, home improvement centers, and specialty distributors. The company was incorporated in 2004 and is headquartered in Boise, Idaho.",0.0,1914767000.0,0.0,0.0
BCO,The Brinks Company,10966,1040,Douglas Pertz,11405920,Security & Protection Services,Industrials,69500.0,"The Brink's Company provides secure transportation, cash management, and other security-related services in North America, Latin America, Europe, and internationally. The company offers armored vehicle transportation of valuables; automated teller machine (ATM) management services, such as cash replenishment, cash forecasting, cash optimization, ATM remote monitoring, service call dispatching, transaction processing, installation, and first and second line maintenance services; and cash-in-transit services. It also provides transportation services for diamonds, jewelry, precious metals, securities, bank notes, currency, high-tech devices, electronics, and pharmaceuticals; cash management services, as well as cashier balancing, counterfeit detection, account consolidation, electronic reporting, check imaging, and reconciliation services. It serves banks and financial institutions, retailers, government agencies, mints, jewelers, and other commercial operations. The company was formerly known as The Pittston Company and changed its name to The Brink's Company in May 2003. The Brink's Company was founded in 1859 and is headquartered in Richmond, Virginia.",4535499776.0,1073600000.0,164275008.0,479900000.0
BE,Bloom Energy Corporation,82853,413,K. Sridhar,34210000,Electrical Equipment & Parts,Industrials,2530.0,"Bloom Energy Corporation designs, manufactures, sells, and installs solid-oxide fuel cell systems for on-site power generation in the United States and internationally. The company offers Bloom Energy Server, a solid oxide technology that converts fuel, such as natural gas, biogas, hydrogen, or a blend of these fuels, into electricity through an electrochemical process without combustion. It serves to data centers, retailers, hospitals, farming, semiconductors, and other manufacturing sectors. The company was formerly known as Ion America Corp. and changed its name to Bloom Energy Corporation in 2006. Bloom Energy Corporation was incorporated in 2001 and is headquartered in San Jose, California.",1199124992.0,257588000.0,-176767632.0,-191723008.0
BECN,"Beacon Roofing Supply, Inc.",62784,90,Julian Francis,5661918,Building Products & Equipment,Industrials,7478.0,"Beacon Roofing Supply, Inc., together with its subsidiaries, engages in distribution of residential and non-residential roofing materials, and complementary building products to contractors, home builders, building owners, lumberyards, and retailers in the United States and Canada. It offers pitched roofing and low slope roof products; gutters and sidings; building materials, such as lumber and composite, skylights and window, plywood and OSB, decking and railing, and HVAC products; and foam board, spray foam, roll, batt, mineral wool, fiberglass, and commercial insulation products, as well as radiant barriers and blown-in insulation and equipment. The company also provides above grade and below grade membranes and coatings, deck and floor coatings, plaza deck waterproofing products, damp proofing coatings, and air and vapor barriers; tools and equipment, including power and hand tools, ladders and scaffolding, air tools and compressors, nails, screws and fasteners, generators, work wear and safety gear, job site supplies, tool bags and belts, welding and soldering, cleaning supplies, drill bits, and saw blades; and solar panels, mounting hardware, inverters, and storage and batteries. Beacon Roofing Supply, Inc. was founded in 1928 and is headquartered in Herndon, Virginia.",0.0,2235500000.0,0.0,0.0
BLDR,"Builders FirstSource, Inc.",61301,165,David Flitman,10129559,Building Products & Equipment,Industrials,29000.0,"Builders FirstSource, Inc., together with its subsidiaries, manufactures and supplies building materials, manufactured components, and construction services to professional homebuilders, sub-contractors, remodelers, and consumers in the United States. It offers lumber and lumber sheet goods comprising dimensional lumber, plywood, and oriented strand board products that are used in on-site house framing; manufactured products, such as wood floor and roof trusses, steel roof trusses, wall panels, stairs, and engineered wood products; and windows, and interior and exterior door units, as well as interior trims and custom products comprising intricate mouldings, stair parts, and columns under the Synboard brand name. The company also provides specialty building products and services, including vinyl, composite and wood siding, exterior trims, metal studs, cement, roofing, insulation, wallboards, ceilings, cabinets, and hardware products; products turn-key framing, shell construction, design assistance, and professional installation services. In addition, it offers software products, such as drafting, estimating, quoting, and virtual home design services, which provide software solutions to retailers, distributors, manufacturers, and homebuilders. The company was formerly known as BSL Holdings, Inc. and changed its name to Builders FirstSource, Inc. in October 1999. Builders FirstSource, Inc. was incorporated in 1998 and is based in Dallas, Texas.",0.0,7744379000.0,0.0,0.0
BLNK,Blink Charging Co.,77740,232,Michael Farkas,18003751,Engineering & Construction,Industrials,564.0,"Blink Charging Co., through its subsidiaries, owns, operates, manufactures, and provides electric vehicle (EV) charging equipment and networked EV charging services in the United States and internationally. The company offers residential and commercial EV charging equipment that enable EV drivers to recharge at various location types. It also provides Blink Network, a cloud-based system that operates, maintains, and manages various Blink charging stations and associated charging data, back-end operations, and payment processing, as well as offers property owners, managers, parking companies, and state and municipal entities with cloud-based services that enable the remote monitoring and management of EV charging stations; and EV drivers with station information, including station location, availability, and applicable fees. In addition, the company offers EV charging hardware, software services, and service plans. It has strategic partnerships across transit/destination locations, including airports, auto dealers, healthcare/medicals, hotels, mixed-use and municipal locations, multifamily residential and condos, parks and recreation areas, parking lots, religious institutions, restaurants, retailers, schools and universities, stadiums, supermarkets, transportation hubs, and workplace locations. The company offers its services through direct sales force and resellers, as well as sells residential Level 2 chargers through various internet channels. Blink Charging Co. was founded in 2009 and is headquartered in Miami Beach, Florida.",61139000.0,17915000.0,-46763876.0,-82365000.0
BV,"BrightView Holdings, Inc.",39651,144,Andrew Masterman,5713386,Specialty Business Services,Industrials,20300.0,"BrightView Holdings, Inc., through its subsidiaries, provides commercial landscaping services in the United States. It operates through two segments, Maintenance Services and Development Services. The Maintenance Services segment delivers a suite of recurring commercial landscaping services, including mowing, gardening, mulching and snow removal, water management, irrigation maintenance, tree care, golf course maintenance, and specialty turf maintenance. Its customers' properties include corporate and commercial properties, homeowners associations, public parks, hotels and resorts, airport authorities, municipalities, hospitals and other healthcare facilities, educational institutions, restaurants and retail, and golf courses. This segment's customer base includes approximately 9,500 office parks and corporate campuses, 7,500 residential communities, and 550 educational institutions. The Development Services segment offers landscape architecture and development services for new facilities and redesign projects. Its services include project design and management services, landscape architecture and installation, irrigation installation, tree moving and installation, pool and water features, sports field, and other services. BrightView Holdings, Inc. also operates as official field consultant to various league baseball. The company was founded in 1939 and is headquartered in Blue Bell, Pennsylvania.",0.0,674800000.0,0.0,0.0
BW,"Babcock & Wilcox Enterprises, Inc.",71890,31,Kenneth Young,2206000,Specialty Industrial Machinery,Industrials,2100.0,"Babcock & Wilcox Enterprises, Inc., together with its subsidiaries, provides energy and emissions control solutions to a range of industrial, electrical utility, municipal, and other customers worldwide. The company operates through three segments: Babcock & Wilcox Renewable; Babcock & Wilcox Environmental; and Babcock & Wilcox Thermal. The Babcock & Wilcox Renewable segment offers technologies for waste-to-energy, solar construction and installation, and biomass energy systems, as well as black liquor systems for the pulp and paper industry. This segment provides technologies support solutions for diverting waste from landfills to use for power generation and replacing fossil fuels while recovering metals and reducing emissions. The Babcock & Wilcox Environmental segment offers a range of emissions control and environmental technology solutions for utility, waste to energy, biomass, carbon black, and industrial steam generation applications. This segment provides systems for cooling, ash handling, particulate control, nitrogen oxides and sulfur dioxides removal, chemical looping for carbon control, and mercury control. The Babcock & Wilcox Thermal segment offers steam generation equipment; aftermarket parts; and construction, maintenance, and field services for plants in the power generation, oil and gas, and industrial sectors. This segment has an installed equipment for utilities and general industrial applications, including refining, petrochemical, food processing, metals, and others. Babcock & Wilcox Enterprises, Inc. was founded in 1867 and is headquartered in Akron, Ohio.",889814976.0,185623000.0,28446250.0,-30637000.0
BWXT,"BWX Technologies, Inc.",103509,50,Rex Geveden,5124046,Aerospace & Defense,Industrials,7000.0,"BWX Technologies, Inc., together with its subsidiaries, manufactures and sells nuclear components in the United States, Canada, and internationally. It operates through two segments: Government Operations and Commercial Operations. The Government Operations segment designs and manufactures naval nuclear components, reactors, and nuclear fuel; undertakes fabrication activities for missile launch tubes for U.S. Navy submarines; and supplies proprietary and sole-source valves, manifolds, and fittings to naval and commercial shipping customers. This segment also involved in manufacture of close-tolerance and equipment for nuclear applications; and converts Cold War-era government stockpiles of high-enriched uranium, as well as receives, stores, characterizes, dissolves, recovers, and purifies uranium-bearing materials; supplies research reactor fuel elements for colleges, universities, and national laboratories; and components for defense applications. The Commercial Operations segment designs and manufactures commercial nuclear steam generators, heat exchangers, pressure vessels, and reactor components; and other auxiliary equipment, including containers for the storage of nuclear fuel and other high-level nuclear waste. It also offers nuclear fuel, fuel handling systems, tooling delivery systems, nuclear grade materials, and precisely machined components, as well as related services for CANDU nuclear power plants; in-plant inspection, maintenance, and modification services, as well as non-destructive examination and tooling/repair solutions; and medical radioisotopes, radiopharmaceuticals, and medical devices. The company was formerly known as The Babcock & Wilcox Company and changed its name to BWX Technologies, Inc. in June 2015. BWX Technologies, Inc. was founded in 1867 and is headquartered in Lynchburg, Virginia.",2232834048.0,551935000.0,-36468500.0,244704000.0
CACI,CACI International Inc,112310,74,John Mengucci,8363317,Information Technology Services,Technology,22000.0,"CACI International Inc, together with its subsidiaries, provides expertise and technology to enterprise and mission customers in support of national security missions and government modernization/transformation in the intelligence, defense, and federal civilian sectors. It operates in two segments, Domestic Operations and International Operations. The Domestic Operations segment offers information solutions and services to the U.S. federal government agencies and commercial enterprises in the areas, such as digital solutions, C4ISR, cyber and space, engineering services, enterprise IT, and mission support. The International Operations segment provides a range of IT services, proprietary data, and software products to the commercial and government customers in the United Kingdom, continental Europe, and internationally. The company designs, implements, protects, and manages secure enterprise IT solutions. It also offers software-defined, full-spectrum cyber, electronic warfare, and counter-unmanned aircraft system solutions; and platform integration and modernization and sustainment, as well as system engineering, naval architecture, training and simulation, and logistics engineering. In addition, the company provides enterprise cloud solutions for classified and unclassified networks; and intelligence support that ensures continuous advances in collection, analysis, and dissemination to optimize decision-making. CACI International Inc was founded in 1962 and is headquartered in Reston, Virginia.",6641705984.0,2151729000.0,395247264.0,388495008.0
CAR,"Avis Budget Group, Inc.",29628,290,Joseph Ferraro,8594555,Rental & Leasing Services,Industrials,18500.0,"Avis Budget Group, Inc., together with its subsidiaries, provides car and truck rentals, car sharing, and ancillary products and services to businesses and consumers in the Americas, Europe, the Middle East and Africa, Asia, and Australasia. It operates the Avis brand, that offers vehicle rental and other mobility solutions to the premium commercial and leisure segments of the travel industry; the Budget Truck brand, a local, and one-way truck and cargo van rental businesses with a fleet of approximately 19,000 vehicles, which are rented through a network of approximately 415 dealer-operated and 390 company-operated locations that serve the light commercial and consumer sectors in the continental United States; and the Zipcar brand, a car sharing network. The company also operates various other car rental brands, such as Budget, Payless, Apex, Maggiore, Morini Rent, FranceCars, Amicoblue, Turiscar, and ACL Hire. In addition, it offers optional insurance products and coverages, such as supplemental liability, personal accident, personal effects protection, emergency sickness protection, and automobile towing protection and cargo insurance products; fuel service options, roadside assistance services, electronic toll collection services, curbside delivery, tablet rentals, access to satellite radio, portable navigation units, and child safety seat rentals; automobile towing equipment and other moving accessories, such as hand trucks, furniture pads, and moving supplies; and Business Intelligence solution, an online portal for corporate customers. The company was formerly known as Cendant Corporation and changed its name to Avis Budget Group, Inc. in September 2006. Avis Budget Group, Inc. was founded in 1946 and is headquartered in Parsippany, New Jersey.",12119000064.0,6010000000.0,0.0,4377999872.0
CARR,Carrier Global Corp.,66377,224,David Gitlin,14892815,Building Products & Equipment,Industrials,52000.0,"Carrier Global Corporation provides heating, ventilating, and air conditioning (HVAC), refrigeration, fire, security, and building automation technologies worldwide. It operates through three segments: HVAC, Refrigeration, and Fire & Security. The HVAC segment provides products, controls, services, and solutions to meet the heating, cooling, and ventilation needs of residential and commercial customers. Its products include air conditioners, heating systems, controls, and aftermarket components, as well as aftermarket repair and maintenance services and building automation solutions. The Refrigeration segment offers transport refrigeration and monitoring products and services, as well as digital solutions for trucks, trailers, shipping containers, intermodal applications, food retail, and warehouse cooling; and commercial refrigeration solutions, such as refrigerated cabinets, freezers, systems, and controls. The Fire & Security segment provides various residential, commercial, and industrial technologies, including fire, flame, gas, smoke, and carbon monoxide detection; portable fire extinguishers; fire suppression systems; intruder alarms; access control systems; video management systems; and electronic controls. Its other fire and security service offerings comprise audit, design, installation, and system integration, as well as aftermarket maintenance and repair and monitoring services. The company offers its products under the Autronica, Det-Tronics, Edwards, Aritech, Fireye, GST, Kidde, LenelS2, Marioff, Onity, and Supra; Carrier, Toshiba, Automated Logic, Bryant, CIAT, Day & Night, Heil, NORESCO, and Riello; and Carrier Commercial Refrigeration, Carrier Transicold, and Sensitech brands. The company was incorporated in 2019 and is headquartered in Palm Beach Gardens, Florida.",21040001024.0,5473000000.0,1216125056.0,2064999936.0
CAT,Caterpillar Inc.,51102,475,Donald Umpleby III,24298032,Issue,Issue,0.0,Issue,0.0,15565000000.0,0.0,0.0
CBZ,"CBIZ, Inc.",75817,67,Jerome Grisko Jr.,5052401,Specialty Business Services,Industrials,6500.0,"CBIZ, Inc. provides financial, insurance, and advisory services in the United States and Canada. It operates through three segments: Financial Services, Benefits and Insurance Services, and National Practices. The Financial Services segment offers accounting and tax, financial advisory, valuation, risk and advisory, and government healthcare consulting services. The Benefits and Insurance Services provides employee benefits consulting, payroll/human capital management, property and casualty insurance, and retirement and investment services. The National Practices segment offers information technology managed networking and hardware, and health care consulting services. The company primarily serves small and medium-sized businesses, as well as individuals, governmental entities, and not-for-profit enterprises. CBIZ, Inc. was incorporated in 1987 and is headquartered in Cleveland, Ohio.",1474862976.0,223367000.0,105036752.0,132511000.0
CHRW,"C.H. Robinson Worldwide, Inc.",57391,178,Robert Biesterfeld,10233276,Integrated Freight & Logistics,Industrials,16902.0,"C.H. Robinson Worldwide, Inc., together with its subsidiaries, provides freight transportation services, and related logistics and supply chain services worldwide. The company operates in two segments, North American Surface Transportation and Global Forwarding. It offers transportation and logistics services, such as truckload; less than truckload transportation brokerage services, which include the shipment of single or multiple pallets of freight; intermodal transportation that comprises the shipment service of freight in containers or trailers by a combination of truck and rail; and non-vessel operating common carrier and freight forwarding services, as well as organizes air shipments and provides door-to-door services. The company also provides customs brokerage services; and other logistics services, such as fee-based managed, warehousing, small parcel, and other services. It has contractual relationships with approximately 96,000 transportation companies, including motor carriers, railroads, and ocean and air carriers. In addition, the company is involved in the buying, selling, and/or marketing of fresh fruits, vegetables, and other value-added perishable items under the Robinson Fresh name. Further, it offers transportation management services or managed TMS; and other surface transportation services. The company provides its fresh produce to grocery retailers, restaurants, produce wholesalers, and foodservice distributors through a network of independent produce growers and suppliers. C.H. Robinson Worldwide, Inc. was founded in 1905 and is headquartered in Eden Prairie, Minnesota.",22492342272.0,1891731000.0,1756284160.0,1918642944.0
